n;comparisonCount;swapCount
3000;2271158;2271149
3000;2218209;2218212
3000;2244457;2244462
3000;2245369;2245370
3000;2221064;2221063
3000;2228985;2228990
3000;2237436;2237439
3000;2244774;2244777
3000;2219097;2219089
3000;2242480;2242486
3000;2256692;2256687
3100;2435165;2435166
3100;2399574;2399579
3100;2394292;2394288
3100;2429348;2429352
3100;2391891;2391896
3100;2457885;2457888
3100;2366523;2366526
3100;2364653;2364653
3100;2394688;2394691
3100;2338322;2338319
3100;2421242;2421242
3100;2447097;2447097
3100;2410979;2410984
3100;2348125;2348124
3100;2393284;2393283
3100;2396699;2396702
3100;2380281;2380284
3100;2430833;2430837
3100;2432818;2432822
3100;2378780;2378782
3100;2396349;2396352
3100;2448034;2448039
3100;2370054;2370052
3100;2400827;2400834
3100;2404694;2404698
3100;2452688;2452687
3100;2419295;2419296
3100;2456986;2456987
3100;2403839;2403831
3100;2381167;2381163
3100;2362396;2362397
3100;2419070;2419071
3100;2427896;2427892
3100;2302857;2302850
3100;2381931;2381933
3100;2443969;2443968
3100;2378950;2378944
3100;2416104;2416099
3100;2382258;2382257
3100;2414437;2414435
3100;2397558;2397555
3100;2433506;2433507
3100;2428118;2428116
3100;2442672;2442670
3100;2350827;2350825
3100;2459941;2459938
3100;2398473;2398475
3100;2400674;2400674
3100;2268725;2268725
3100;2395109;2395112
3200;2553683;2553682
3200;2595948;2595945
3200;2550683;2550678
3200;2604567;2604557
3200;2545755;2545762
3200;2562472;2562466
3200;2563957;2563965
3200;2550113;2550126
3200;2536158;2536152
3200;2578769;2578770
3200;2513931;2513930
3200;2536858;2536853
3200;2620476;2620477
3200;2591512;2591509
3200;2546258;2546255
3200;2496132;2496134
3200;2545749;2545751
3200;2569841;2569841
3200;2547775;2547778
3200;2580435;2580440
3200;2554780;2554786
3200;2542765;2542767
3200;2554475;2554471
3200;2596693;2596689
3200;2557180;2557172
3200;2542984;2542983
3200;2556319;2556314
3200;2544230;2544234
3200;2540599;2540600
3200;2531082;2531084
3200;2581342;2581346
3200;2578076;2578071
3200;2544844;2544844
3200;2558347;2558354
3200;2516727;2516728
3200;2536663;2536665
3200;2565705;2565699
3200;2604128;2604132
3200;2583541;2583540
3200;2631886;2631884
3200;2521451;2521456
3200;2567283;2567284
3200;2539009;2539013
3200;2595822;2595827
3200;2553916;2553918
3200;2568291;2568292
3200;2604070;2604065
3200;2588383;2588385
3200;2565731;2565722
3200;2588479;2588478
3300;2657264;2657268
3300;2720262;2720254
3300;2728010;2728009
3300;2679389;2679383
3300;2764260;2764261
3300;2746277;2746274
3300;2731487;2731493
3300;2641708;2641705
3300;2724723;2724718
3300;2772777;2772788
3300;2765570;2765571
3300;2766131;2766135
3300;2667988;2667987
3300;2739228;2739226
3300;2736355;2736360
3300;2739863;2739863
3300;2674780;2674783
3300;2739357;2739358
3300;2693453;2693455
3300;2721948;2721953
3300;2732388;2732385
3300;2727330;2727329
3300;2699241;2699244
3300;2752797;2752796
3300;2732688;2732693
3300;2686042;2686032
3300;2706282;2706278
3300;2763808;2763813
3300;2796432;2796435
3300;2731369;2731366
3300;2747329;2747327
3300;2712606;2712601
3300;2672174;2672176
3300;2778949;2778947
3300;2632351;2632351
3300;2736589;2736584
3300;2683377;2683371
3300;2696509;2696514
3300;2746679;2746686
3300;2740316;2740312
3300;2715894;2715897
3300;2719570;2719566
3300;2703443;2703444
3300;2723168;2723169
3300;2703911;2703906
3300;2746457;2746460
3300;2653305;2653304
3300;2713608;2713607
3300;2711315;2711308
3300;2684420;2684420
3400;2871921;2871928
3400;2825985;2825990
3400;2879245;2879239
3400;2904496;2904497
3400;2841549;2841542
3400;2894155;2894143
3400;2893955;2893958
3400;2903553;2903554
3400;2929908;2929904
3400;2828046;2828047
3400;2906492;2906496
3400;3003097;3003102
3400;2917167;2917175
3400;2888800;2888800
3400;2899938;2899941
3400;2887216;2887223
3400;2890410;2890415
3400;2930061;2930064
3400;2883845;2883847
3400;2908575;2908576
3400;2901702;2901704
3400;2870304;2870300
3400;2868334;2868334
3400;2900090;2900087
3400;2858898;2858903
3400;2834745;2834751
3400;2876609;2876609
3400;2924543;2924545
3400;2903291;2903288
3400;2891749;2891752
3400;2925508;2925510
3400;2866044;2866042
3400;2882421;2882420
3400;2848122;2848119
3400;2878691;2878688
3400;2888709;2888712
3400;2871847;2871848
3400;2810253;2810256
3400;2894722;2894723
3400;2828945;2828945
3400;2950380;2950384
3400;2870871;2870870
3400;2899949;2899955
3400;2922294;2922291
3400;2918049;2918049
3400;2919481;2919480
3400;2863408;2863411
3400;2953667;2953667
3400;2857322;2857325
3400;2870905;2870908
3500;3087647;3087653
3500;3020397;3020395
3500;3046747;3046750
3500;3068488;3068487
3500;3110105;3110112
3500;3041826;3041825
3500;3067262;3067269
3500;3114682;3114678
3500;3061213;3061212
3500;3068163;3068166
3500;3076015;3076012
3500;3062112;3062114
3500;3077355;3077353
3500;3013451;3013449
3500;3091903;3091898
3500;3100692;3100687
3500;3055530;3055534
3500;3097819;3097825
3500;3142956;3142956
3500;3101521;3101524
3500;2981088;2981086
3500;3101584;3101580
3500;3085923;3085928
3500;3068443;3068439
3500;3050995;3050998
3500;3090628;3090629
3500;3055611;3055613
3500;3043702;3043701
3500;3085216;3085214
3500;3018505;3018503
3500;3048222;3048231
3500;3066066;3066068
3500;3054791;3054792
3500;2993411;2993416
3500;3078603;3078604
3500;3070633;3070635
3500;3119586;3119590
3500;3077584;3077587
3500;3025659;3025652
3500;2984081;2984080
3500;3038945;3038944
3500;3048940;3048944
3500;3110795;3110800
3500;3095397;3095395
3500;3047773;3047773
3500;3077624;3077624
3500;3043001;3042997
3500;3075227;3075226
3500;3106260;3106257
3500;3080267;3080262
3600;3267730;3267726
3600;3218831;3218832
3600;3202475;3202472
3600;3212092;3212091
3600;3218380;3218378
3600;3237459;3237464
3600;3221877;3221877
3600;3234565;3234567
3600;3271372;3271363
3600;3265757;3265760
3600;3240063;3240066
3600;3250505;3250503
3600;3231630;3231630
3600;3278763;3278765
3600;3225892;3225886
3600;3246754;3246754
3600;3229173;3229178
3600;3291093;3291095
3600;3230193;3230188
3600;3252782;3252781
3600;3282991;3282998
3600;3205889;3205890
3600;3210955;3210952
3600;3229095;3229096
3600;3272226;3272221
3600;3232229;3232238
3600;3207766;3207760
3600;3298145;3298144
3600;3179821;3179819
3600;3233933;3233934
3600;3285895;3285891
3600;3286216;3286224
3600;3244438;3244436
3600;3248861;3248861
3600;3187188;3187191
3600;3250841;3250841
3600;3247778;3247775
3600;3252777;3252777
3600;3232908;3232901
3600;3294796;3294793
3600;3218836;3218839
3600;3236144;3236142
3600;3244592;3244588
3600;3288441;3288445
3600;3204688;3204693
3600;3258895;3258898
3600;3282820;3282814
3600;3250510;3250512
3600;3281793;3281793
3600;3253024;3253030
3700;3378822;3378827
3700;3339985;3339983
3700;3443630;3443626
3700;3429710;3429708
3700;3439015;3439013
3700;3370954;3370954
3700;3413548;3413552
3700;3356555;3356559
3700;3485725;3485727
3700;3435330;3435330
3700;3407186;3407192
3700;3454953;3454953
3700;3422629;3422625
3700;3421848;3421849
3700;3434037;3434039
3700;3383327;3383327
3700;3391427;3391426
3700;3447715;3447717
3700;3391623;3391619
3700;3452683;3452681
3700;3406892;3406895
3700;3422536;3422542
3700;3422460;3422465
3700;3413898;3413894
3700;3385555;3385555
3700;3380703;3380704
3700;3436907;3436911
3700;3432879;3432874
3700;3441509;3441501
3700;3389984;3389982
3700;3445234;3445230
3700;3397687;3397684
3700;3441209;3441211
3700;3437445;3437439
3700;3374775;3374771
3700;3424835;3424832
3700;3479397;3479408
3700;3436223;3436225
3700;3430140;3430140
3700;3410391;3410393
3700;3421197;3421197
3700;3437906;3437904
3700;3429605;3429605
3700;3423683;3423682
3700;3430077;3430077
3700;3407070;3407069
3700;3408390;3408391
3700;3441615;3441609
3700;3418111;3418107
3700;3366015;3366014
3800;3655254;3655249
3800;3626834;3626834
3800;3641295;3641302
3800;3622886;3622879
3800;3621050;3621045
3800;3662721;3662717
3800;3599558;3599561
3800;3626838;3626837
3800;3576439;3576442
3800;3676490;3676490
3800;3635706;3635706
3800;3607833;3607831
3800;3655790;3655790
3800;3634170;3634175
3800;3578955;3578958
3800;3581673;3581675
3800;3579636;3579633
3800;3631436;3631437
3800;3599862;3599857
3800;3604963;3604965
3800;3604863;3604863
3800;3626912;3626913
3800;3626007;3626006
3800;3604412;3604409
3800;3528690;3528691
3800;3605215;3605215
3800;3624766;3624761
3800;3622922;3622925
3800;3660311;3660312
3800;3533586;3533584
3800;3619597;3619595
3800;3591061;3591064
3800;3592136;3592139
3800;3699963;3699967
3800;3613385;3613383
3800;3609898;3609897
3800;3556427;3556428
3800;3609096;3609100
3800;3594493;3594493
3800;3595899;3595898
3800;3561322;3561323
3800;3663684;3663682
3800;3625896;3625900
3800;3604969;3604970
3800;3571826;3571821
3800;3620528;3620526
3800;3610115;3610120
3800;3634359;3634358
3800;3622861;3622862
3800;3630083;3630083
3900;3820033;3820035
3900;3803188;3803185
3900;3878898;3878900
3900;3793126;3793122
3900;3812554;3812546
3900;3819464;3819463
3900;3887670;3887671
3900;3812675;3812677
3900;3800929;3800928
3900;3722054;3722055
3900;3823444;3823448
3900;3786055;3786060
3900;3741071;3741072
3900;3737861;3737861
3900;3883921;3883915
3900;3731410;3731410
3900;3793994;3793990
3900;3880647;3880643
3900;3793115;3793114
3900;3853032;3853031
3900;3799659;3799661
3900;3760366;3760364
3900;3709992;3709994
3900;3757643;3757640
3900;3808609;3808606
3900;3838853;3838844
3900;3817550;3817559
3900;3797429;3797423
3900;3799741;3799745
3900;3822355;3822351
3900;3834819;3834819
3900;3830436;3830433
3900;3733745;3733748
3900;3785198;3785197
3900;3857528;3857528
3900;3722985;3722981
3900;3746044;3746047
3900;3835063;3835062
3900;3830995;3830999
3900;3780881;3780878
3900;3863941;3863947
3900;3784782;3784785
3900;3854241;3854241
3900;3778949;3778943
3900;3806992;3806989
3900;3799968;3799969
3900;3833575;3833579
3900;3797888;3797889
3900;3760602;3760602
3900;3818662;3818662
4000;4059351;4059348
4000;3958509;3958514
4000;4035457;4035462
4000;4057714;4057717
4000;3960179;3960175
4000;4054849;4054848
4000;4051227;4051223
4000;4007112;4007113
4000;3988410;3988410
4000;4024308;4024303
4000;3892640;3892641
4000;3986824;3986824
4000;4012128;4012129
4000;3981452;3981458
4000;4035769;4035770
4000;3927320;3927323
4000;3913493;3913494
4000;4040876;4040873
4000;4025005;4025009
4000;4033888;4033880
4000;3999904;3999905
4000;3969798;3969802
4000;4031079;4031086
4000;3993172;3993168
4000;3975894;3975895
4000;3984946;3984946
4000;4108464;4108466
4000;3988406;3988405
4000;3987592;3987590
4000;4030207;4030203
4000;4053899;4053899
4000;3986927;3986926
4000;4031636;4031639
4000;3989615;3989612
4000;4000998;4000994
4000;3960194;3960187
4000;4011064;4011063
4000;4049586;4049582
4000;4022374;4022373
4000;4003520;4003520
4000;3986894;3986907
4000;4027879;4027879
4000;4038661;4038657
4000;4046107;4046110
4000;4067785;4067790
4000;4054275;4054279
4000;4018820;4018817
4000;4039169;4039172
4000;4046510;4046509
4000;3985560;3985559
4100;4204981;4204988
4100;4219859;4219860
4100;4259308;4259308
4100;4227668;4227671
4100;4272092;4272088
4100;4211586;4211593
4100;4237229;4237225
4100;4214019;4214020
4100;4169219;4169218
4100;4176127;4176121
4100;4131861;4131860
4100;4301866;4301870
4100;4190177;4190169
4100;4284430;4284435
4100;4196715;4196718
4100;4177122;4177125
4100;4272664;4272669
4100;4177729;4177732
4100;4241900;4241897
4100;4179393;4179393
4100;4281799;4281804
4100;4219413;4219415
4100;4198345;4198349
4100;4211913;4211912
4100;4157929;4157928
4100;4194293;4194288
4100;4174116;4174118
4100;4181430;4181429
4100;4172168;4172163
4100;4181980;4181979
4100;4188578;4188573
4100;4220377;4220378
4100;4269597;4269603
4100;4163638;4163646
4100;4197952;4197951
4100;4170466;4170464
4100;4242284;4242286
4100;4225691;4225688
4100;4172246;4172251
4100;4267309;4267309
4100;4274315;4274311
4100;4255656;4255655
4100;4235522;4235523
4100;4207621;4207626
4100;4260825;4260821
4100;4246108;4246109
4100;4143561;4143564
4100;4194968;4194969
4100;4127427;4127423
4100;4201284;4201288
4200;4375964;4375958
4200;4401404;4401403
4200;4467168;4467173
4200;4469522;4469519
4200;4409669;4409672
4200;4453564;4453564
4200;4465786;4465789
4200;4451135;4451136
4200;4375041;4375038
4200;4361088;4361083
4200;4391059;4391051
4200;4488714;4488713
4200;4410502;4410504
4200;4383989;4383983
4200;4412203;4412205
4200;4372085;4372081
4200;4413682;4413683
4200;4400229;4400229
4200;4430249;4430254
4200;4378267;4378267
4200;4350996;4351003
4200;4364709;4364705
4200;4404474;4404470
4200;4455711;4455713
4200;4435410;4435410
4200;4458372;4458374
4200;4509954;4509960
4200;4391037;4391037
4200;4438089;4438089
4200;4444876;4444876
4200;4417859;4417856
4200;4486543;4486545
4200;4450264;4450262
4200;4423078;4423075
4200;4421003;4421004
4200;4465968;4465963
4200;4388190;4388193
4200;4358971;4358962
4200;4449017;4449014
4200;4386027;4386024
4200;4406772;4406770
4200;4441369;4441373
4200;4394660;4394660
4200;4437035;4437030
4200;4366108;4366110
4200;4447146;4447141
4200;4435561;4435552
4200;4474180;4474180
4200;4467504;4467505
4200;4388531;4388532
4300;4580685;4580681
4300;4646055;4646064
4300;4592017;4592017
4300;4623488;4623486
4300;4650163;4650164
4300;4586262;4586268
4300;4670070;4670067
4300;4676843;4676832
4300;4593370;4593368
4300;4585953;4585950
4300;4803336;4803344
4300;4618322;4618328
4300;4663372;4663375
4300;4537912;4537918
4300;4664378;4664384
4300;4584311;4584312
4300;4626450;4626445
4300;4583127;4583131
4300;4597061;4597065
4300;4645100;4645098
4300;4586670;4586671
4300;4563798;4563798
4300;4719461;4719467
4300;4658564;4658565
4300;4627775;4627771
4300;4617523;4617515
4300;4641161;4641159
4300;4636420;4636424
4300;4648232;4648240
4300;4597094;4597097
4300;4583720;4583724
4300;4594729;4594727
4300;4607084;4607079
4300;4652308;4652311
4300;4625744;4625743
4300;4688734;4688723
4300;4569328;4569326
4300;4617688;4617684
4300;4556851;4556847
4300;4601626;4601621
4300;4621050;4621050
4300;4571413;4571421
4300;4579771;4579773
4300;4610487;4610487
4300;4520334;4520332
4300;4646086;4646087
4300;4602617;4602619
4300;4638487;4638486
4300;4633076;4633072
4300;4627114;4627115
4400;4808941;4808946
4400;4847690;4847693
4400;4898754;4898765
4400;4857706;4857697
4400;4803174;4803172
4400;4878057;4878058
4400;4859877;4859874
4400;4948865;4948865
4400;4858980;4858985
4400;4792790;4792790
4400;4871286;4871288
4400;4828921;4828921
4400;4770678;4770682
4400;4882534;4882534
4400;4815228;4815233
4400;4805798;4805796
4400;4899719;4899717
4400;4895122;4895126
4400;4828514;4828510
4400;4802550;4802547
4400;4696884;4696883
4400;4858395;4858390
4400;4871244;4871246
4400;4935258;4935258
4400;4818717;4818713
4400;4914917;4914911
4400;4841088;4841089
4400;4810649;4810643
4400;4866379;4866373
4400;4847419;4847429
4400;4971392;4971397
4400;4809157;4809153
4400;4874079;4874078
4400;4773097;4773100
4400;4765139;4765141
4400;4799145;4799145
4400;4782541;4782536
4400;4836756;4836761
4400;4822030;4822029
4400;4810172;4810168
4400;4861646;4861646
4400;4801664;4801660
4400;4788275;4788271
4400;4868517;4868513
4400;4780587;4780583
4400;4846064;4846060
4400;4798020;4798025
4400;4876510;4876507
4400;4838678;4838679
4400;4871428;4871433
4500;5035109;5035105
4500;5141585;5141581
4500;5081159;5081162
4500;5146171;5146176
4500;5053694;5053690
4500;5110721;5110713
4500;5086125;5086126
4500;5118400;5118398
4500;5024585;5024588
4500;5033494;5033493
4500;5167001;5166998
4500;5079841;5079847
4500;5042925;5042925
4500;5002566;5002571
4500;5034517;5034518
4500;4920518;4920523
4500;5040732;5040721
4500;5110834;5110840
4500;5068723;5068725
4500;5053740;5053750
4500;5081566;5081567
4500;5064798;5064798
4500;5002423;5002422
4500;4999560;4999564
4500;5026345;5026338
4500;5018847;5018847
4500;5087922;5087921
4500;5133402;5133399
4500;5015406;5015404
4500;5106539;5106540
4500;5014751;5014750
4500;5095753;5095752
4500;5045093;5045094
4500;4998978;4998980
4500;4997481;4997480
4500;5081632;5081631
4500;5028189;5028188
4500;5016216;5016215
4500;5021761;5021760
4500;5019391;5019390
4500;5059762;5059757
4500;5124351;5124358
4500;5063532;5063533
4500;5002896;5002896
4500;5131078;5131074
4500;5035333;5035336
4500;5083024;5083023
4500;5088307;5088303
4500;5082233;5082232
4500;5034317;5034320
4600;5314312;5314310
4600;5300569;5300570
4600;5298755;5298751
4600;5337815;5337816
4600;5261254;5261256
4600;5238752;5238759
4600;5273356;5273359
4600;5262291;5262293
4600;5284688;5284687
4600;5331489;5331487
4600;5305175;5305177
4600;5316574;5316578
4600;5302779;5302776
4600;5376287;5376287
4600;5313336;5313335
4600;5259280;5259284
4600;5276887;5276892
4600;5261085;5261085
4600;5310563;5310562
4600;5158646;5158643
4600;5345532;5345535
4600;5329176;5329176
4600;5271642;5271645
4600;5310597;5310594
4600;5373272;5373275
4600;5278603;5278603
4600;5249041;5249042
4600;5395127;5395123
4600;5275993;5275991
4600;5319225;5319229
4600;5214433;5214433
4600;5370225;5370226
4600;5294615;5294617
4600;5272426;5272428
4600;5295879;5295876
4600;5293598;5293599
4600;5298879;5298883
4600;5294407;5294412
4600;5345319;5345319
4600;5224846;5224844
4600;5338977;5338973
4600;5225334;5225330
4600;5314349;5314351
4600;5329642;5329649
4600;5302091;5302094
4600;5272380;5272379
4600;5295714;5295715
4600;5367907;5367908
4600;5238428;5238427
4600;5330429;5330428
4700;5559469;5559464
4700;5555558;5555557
4700;5519366;5519368
4700;5624707;5624709
4700;5552587;5552588
4700;5570462;5570460
4700;5471700;5471702
4700;5375548;5375549
4700;5522860;5522861
4700;5489376;5489374
4700;5438562;5438554
4700;5569169;5569164
4700;5453225;5453227
4700;5548481;5548487
4700;5417269;5417272
4700;5577556;5577548
4700;5535041;5535047
4700;5542424;5542423
4700;5495179;5495176
4700;5513921;5513921
4700;5550383;5550383
4700;5562490;5562487
4700;5487949;5487948
4700;5644939;5644933
4700;5550740;5550738
4700;5521414;5521418
4700;5456188;5456189
4700;5571084;5571087
4700;5495978;5495978
4700;5453504;5453505
4700;5495025;5495023
4700;5475244;5475245
4700;5456704;5456712
4700;5616282;5616278
4700;5604612;5604613
4700;5485960;5485959
4700;5507252;5507253
4700;5565080;5565079
4700;5493657;5493660
4700;5589036;5589042
4700;5531473;5531475
4700;5554446;5554446
4700;5486684;5486689
4700;5486017;5486017
4700;5523318;5523321
4700;5605531;5605534
4700;5451397;5451400
4700;5567094;5567091
4700;5508654;5508653
4700;5539485;5539481
4800;5781428;5781424
4800;5749339;5749337
4800;5735170;5735169
4800;5693892;5693893
4800;5791849;5791846
4800;5825336;5825334
4800;5797304;5797300
4800;5761704;5761706
4800;5841141;5841149
4800;5693372;5693368
4800;5869850;5869851
4800;5764912;5764913
4800;5806849;5806843
4800;5810240;5810233
4800;5773346;5773349
4800;5849857;5849853
4800;5670686;5670685
4800;5681567;5681557
4800;5805417;5805418
4800;5777180;5777178
4800;5675152;5675158
4800;5791861;5791857
4800;5807307;5807305
4800;5811675;5811671
4800;5820162;5820159
4800;5760551;5760547
4800;5809261;5809266
4800;5797230;5797229
4800;5842000;5841995
4800;5783669;5783674
4800;5755080;5755075
4800;5735310;5735312
4800;5695946;5695947
4800;5774925;5774929
4800;5660888;5660880
4800;5740284;5740285
4800;5726480;5726476
4800;5681736;5681740
4800;5765057;5765055
4800;5869410;5869408
4800;5901714;5901708
4800;5836812;5836821
4800;5812032;5812038
4800;5721963;5721961
4800;5692414;5692406
4800;5767667;5767668
4800;5888886;5888886
4800;5746757;5746751
4800;5849505;5849506
4800;5743254;5743249
4900;6002616;6002611
4900;5905907;5905907
4900;6043768;6043765
4900;6092882;6092881
4900;6022076;6022079
4900;6042537;6042543
4900;6078060;6078057
4900;5934251;5934249
4900;6092416;6092421
4900;5919111;5919113
4900;6098863;6098863
4900;6120649;6120653
4900;6115015;6115015
4900;6004633;6004630
4900;5869724;5869728
4900;5946653;5946650
4900;6030530;6030529
4900;5987500;5987502
4900;5978335;5978332
4900;5989591;5989590
4900;5975022;5975022
4900;5978964;5978964
4900;6060363;6060359
4900;6077120;6077116
4900;5992453;5992450
4900;5973135;5973131
4900;6078673;6078675
4900;5958591;5958595
4900;5921174;5921176
4900;6060161;6060151
4900;5984326;5984331
4900;6046307;6046313
4900;6130804;6130801
4900;5939422;5939424
4900;5970389;5970386
4900;6068288;6068290
4900;5979155;5979155
4900;6122573;6122574
4900;5885943;5885939
4900;5929010;5929010
4900;6038881;6038879
4900;6052283;6052282
4900;6009726;6009717
4900;6014511;6014518
4900;5916978;5916982
4900;6012103;6012105
4900;5939419;5939419
4900;6002175;6002169
4900;5978470;5978468
4900;6080984;6080984
5000;6180433;6180436
5000;6200047;6200047
5000;6306219;6306220
5000;6335593;6335594
5000;6227343;6227344
5000;6386084;6386085
5000;6370039;6370042
5000;6181490;6181492
5000;6355233;6355236
5000;6361123;6361124
5000;6245068;6245065
5000;6355048;6355050
5000;6196640;6196634
5000;6360669;6360669
5000;6171300;6171301
5000;6255172;6255173
5000;6222722;6222726
5000;6218878;6218868
5000;6249263;6249265
5000;6289338;6289344
5000;6311085;6311088
5000;6288866;6288864
5000;6347417;6347423
5000;6275695;6275701
5000;6212908;6212908
5000;6280863;6280862
5000;6298780;6298778
5000;6323650;6323653
5000;6230751;6230757
5000;6303560;6303558
5000;6237631;6237631
5000;6305986;6305985
5000;6223359;6223358
5000;6153825;6153830
5000;6150884;6150878
5000;6401441;6401439
5000;6253208;6253211
5000;6255143;6255143
5000;6318373;6318379
5000;6250206;6250210
5000;6306848;6306841
5000;6209703;6209703
5000;6251030;6251037
5000;6238533;6238528
5000;6251951;6251951
5000;6185014;6185013
5000;6294273;6294269
5000;6269103;6269110
5000;6279754;6279748
5000;6274555;6274549
5100;6501371;6501371
5100;6553966;6553970
5100;6488823;6488824
5100;6528851;6528845
5100;6676265;6676266
5100;6488924;6488928
5100;6535402;6535400
5100;6406413;6406413
5100;6495061;6495063
5100;6468566;6468557
5100;6547394;6547386
5100;6390496;6390495
5100;6493372;6493372
5100;6505664;6505659
5100;6474514;6474515
5100;6463775;6463778
5100;6517615;6517614
5100;6513952;6513954
5100;6588508;6588504
5100;6475542;6475546
5100;6496964;6496964
5100;6545280;6545281
5100;6481936;6481944
5100;6589291;6589291
5100;6502027;6502025
5100;6454630;6454623
5100;6535994;6535989
5100;6363177;6363177
5100;6456932;6456931
5100;6623644;6623641
5100;6450477;6450474
5100;6435371;6435369
5100;6609578;6609575
5100;6584306;6584302
5100;6442414;6442423
5100;6470442;6470438
5100;6574841;6574848
5100;6463133;6463132
5100;6508415;6508418
5100;6588910;6588910
5100;6519075;6519077
5100;6466037;6466034
5100;6515177;6515177
5100;6467732;6467736
5100;6504831;6504828
5100;6537985;6537984
5100;6654625;6654628
5100;6565401;6565399
5100;6485803;6485807
5100;6478961;6478963
5200;6879049;6879042
5200;6703547;6703546
5200;6680797;6680800
5200;6783404;6783412
5200;6749523;6749529
5200;6769759;6769761
5200;6787154;6787151
5200;6851600;6851605
5200;6709136;6709132
5200;6776797;6776791
5200;6821322;6821322
5200;6791356;6791365
5200;6825552;6825551
5200;6826313;6826312
5200;6830278;6830280
5200;6815091;6815093
5200;6740157;6740160
5200;6873945;6873944
5200;6839091;6839098
5200;6750117;6750115
5200;6833056;6833052
5200;6783076;6783075
5200;6725740;6725741
5200;6763896;6763893
5200;6785860;6785862
5200;6778856;6778858
5200;6847799;6847799
5200;6740063;6740067
5200;6687712;6687711
5200;6768572;6768577
5200;6903946;6903947
5200;6647135;6647127
5200;6797232;6797236
5200;6659825;6659831
